URL,zimu_num,shuzi,zifu_num,url_T_num,inner,out,sum,bili,req_type_num,hanjian_host_num
http://www.luckysure.info,20,0,5,0,0,0,0,0,1,1
http://parking.zunmi.cn,18,0,5,0,1,206,207,0.004830918,8,3
http://www.nudebeachgalleries.net,28,0,5,0,0,0,0,0,1,1
http://parking.zunmi.cn,18,0,5,0,1,196,197,0.005076142,7,3
http://achren.org,13,0,4,0,0,0,0,0,1,1
http://www.associatesexports.com,27,0,5,0,0,0,0,0,1,1
http://www.antalya.ru,16,0,5,0,0,0,0,0,1,1
http://www.unalbilgisayar.com,24,0,5,0,119,2,121,0.983471074,3,2
http://www.semengineers.com,22,0,5,0,28,0,28,1,2,1
http://www.semengineers.com,22,0,5,0,62,1,63,0.984126984,2,1
http://www.srslogisticts.com,23,0,5,0,0,0,0,0,1,1
http://www.hugedomains.com,21,0,5,0,36,2,38,0.947368421,4,2
http://www.web-olymp.ru,17,0,6,1,0,0,0,0,0,0
http://www.oprahsearch.com,21,0,5,0,0,0,0,0,1,1
http://www.hugedomains.com,21,0,5,0,33,2,35,0.942857143,3,2
http://www.hugedomains.com,21,0,5,0,46,2,48,0.958333333,4,3
http://www.romsigmed.ro,18,0,5,0,0,0,0,0,1,1
http://www.spatsz.com,16,0,5,0,41,0,41,1,2,1
http://www.svetyivanrilski.com,25,0,5,0,31,0,31,1,3,1
http://www.titon.info,16,0,5,0,0,0,0,0,1,1
http://www.vivaweb.org,17,0,5,0,21,0,21,1,1,0
http://www.warco.pl,14,0,5,0,8,0,8,1,3,1
http://www.bde.be,12,0,5,0,0,0,0,0,1,1
http://www.nadegda-95.ru,16,2,6,1,0,0,0,0,2,2
http://www.pwvita.pl,15,0,5,0,21,6,27,0.777777778,4,1
http://www.roks.ua,13,0,5,0,26,0,26,1,3,2
http://www.skgroup.kiev.ua,20,0,6,0,41,0,41,1,1,0
http://www.tecnocuer.com,19,0,5,0,0,0,0,0,1,1
http://www.tecnocuer.com,19,0,5,0,0,0,0,0,0,0
http://www.tk-gregoric.si,19,0,6,1,10,0,10,1,1,0
http://www.tomalino.com.ar,20,0,6,0,134,34,168,0.797619048,7,2
http://www.womenslabour.org,22,0,5,0,0,0,0,0,1,1
http://www.xoomer.alice.it,20,0,6,0,0,0,0,0,1,1
http://www.update.51edm.net,19,2,6,0,0,0,0,0,1,1
http://1.1.1.3,4,4,6,0,2,0,2,1,1,0
http://www.wfoto.front.ru,19,0,6,0,0,0,0,0,1,1
http://www.callingcardsinstantly.com,31,0,5,0,0,0,0,0,1,1
http://www.dawnframing.com,21,0,5,0,0,0,0,0,1,1
http://www.dawnframing.com,21,0,5,0,0,0,0,0,1,1
http://www.free-crochet-pattern.com,28,0,7,2,0,0,0,0,1,1
http://www.js.tongji.linezing.com,26,0,7,0,0,0,0,0,1,1
http://www.adgallery.whitehousedrugpolicy.gov,39,0,6,0,0,0,0,0,1,1
http://www.vvvic.com,15,0,5,0,79,32,111,0.711711712,10,3
http://parking.zunmi.cn,18,0,5,0,1,207,208,0.004807692,10,4
http://www.whitesports.co.kr,22,0,6,0,58,1,59,0.983050847,3,2
http://typeofmarijuana.com,22,0,4,0,17,3,20,0.85,3,1
http://www.thcvaporizer.com,22,0,5,0,8,1,9,0.888888889,2,1
http://www.hugedomains.com,21,0,5,0,33,2,35,0.942857143,4,2
http://www.thcextractor.com,22,0,5,0,9,1,10,0.9,2,1
http://www.thcextractor.com,22,0,5,0,0,1,1,0,1,1
http://purethc.com,14,0,4,0,15,1,16,0.9375,3,2
http://www.potvaporizer.com,22,0,5,0,12,1,13,0.923076923,2,1
http://www.portablevaporizer.com,27,0,5,0,0,0,0,0,1,1
http://parking.zunmi.cn,18,0,5,0,1,200,201,0.004975124,7,2
http://www.cannabislyric.com,23,0,5,0,0,0,0,0,0,0
http://www.dp-medien.eu,17,0,6,1,0,0,0,0,0,0
http://www.juedische-kammerphilharmonie.de,36,0,6,1,3,0,3,1,1,0
http://www.juedische-kammerphilharmonie.de,36,0,6,1,0,0,0,0,0,0
http://www.juedische-kammerphilharmonie.de,36,0,6,1,19,0,19,1,1,0
http://www.vernoblisk.com,20,0,5,0,8,0,8,1,1,0
http://www.vernoblisk.com,20,0,5,0,45,0,45,1,2,1
http://www.vural-electronic.com,25,0,6,1,2,0,2,1,1,1
http://www.purplehorses.net,22,0,5,0,10,0,10,1,1,0
http://www.purplehorses.net,22,0,5,0,2,0,2,1,1,1
http://www.wildsap.com,17,0,5,0,24,1,25,0.96,2,1
http://www.wildsap.com,17,0,5,0,25,1,26,0.961538462,2,1
http://www.revistaelite.com,22,0,5,0,0,12,12,0,7,3
http://www.revistaelite.com,22,0,5,0,0,7,7,0,5,4
http://www.santacruzsuspension.com,29,0,5,0,0,0,0,0,1,1
http://www.sitepalace.com,20,0,5,0,0,37,37,0,12,3
http://downloads-whatsapp.com,24,0,5,1,14,47,61,0.229508197,12,3
http://rempko.sk,12,0,4,0,29,5,34,0.852941176,3,1
http://www.secondome.com,19,0,5,0,15,19,34,0.441176471,6,1
http://www.a.update.51edm.net,20,2,7,0,0,0,0,0,1,1
http://ww2.vette-porno.nl,18,1,6,1,0,0,0,0,3,2
http://www.blacknite.eu,18,0,5,0,0,0,0,0,1,1
http://www.blacknite.eu,18,0,5,0,0,0,0,0,0,0
http://www.bargainracks.co.uk,23,0,6,0,0,0,0,0,1,1
http://pride-u-bike.com,17,0,6,2,15,68,83,0.180722892,12,2
http://www.pokachi.net,17,0,5,0,11,4,15,0.733333333,4,1
http://www.quotidiennokoue.com,25,0,5,0,0,0,0,0,1,1
http://www.quotidiennokoue.com,25,0,5,0,0,1,1,0,1,1
http://www.safety.amw.com,19,0,6,0,0,0,0,0,1,1
http://www.safety.amw.com,19,0,6,0,0,0,0,0,1,1
http://www.safety.amw.com,19,0,6,0,0,0,0,0,1,1
http://www.wp9.ru,11,1,5,0,0,0,0,0,1,1
http://www.wp9.ru,11,1,5,0,0,0,0,0,1,1
http://www.sanseracingteam.com,25,0,5,0,0,0,0,0,1,1
http://www.sanseracingteam.com,25,0,5,0,0,0,0,0,0,0
http://www.sanseracingteam.com,25,0,5,0,15,0,15,1,3,2
http://www.sanseracingteam.com,25,0,5,0,56,1,57,0.98245614,5,2
http://www.sonnoli.com,17,0,5,0,29,0,29,1,4,3
http://www.stirparts.ru,18,0,5,0,0,0,0,0,1,1
http://www.stirparts.ru,18,0,5,0,0,0,0,0,0,0
http://www.tiergestuetzt.de,22,0,5,0,0,0,0,0,0,0
http://www.tiergestuetzt.de,22,0,5,0,8,0,8,1,1,0
http://www.hugedomains.com,21,0,5,0,27,2,29,0.931034483,4,2
http://www.angolotesti.it,20,0,5,0,12,219,231,0.051948052,40,14
http://www.w612.nb.host127-0-0-1.com,17,9,10,3,0,0,0,0,1,1
http://www.w612.nb.host127-0-0-1.com,17,9,10,3,0,0,0,0,1,1
http://www.q28840.nb.host127-0-0-1.com,17,11,10,3,0,0,0,0,1,1
http://www.q28840.nb.host127-0-0-1.com,17,11,10,3,0,0,0,0,1,1
http://www.w4988.nb.host127-0-0-1.com,17,10,10,3,0,0,0,0,1,1
http://www.w4988.nb.host127-0-0-1.com,17,10,10,3,0,0,0,0,1,1
http://www.z32538.nb.host127-0-0-1.com,17,11,10,3,0,0,0,0,1,1
http://www.z32538.nb.host127-0-0-1.com,17,11,10,3,0,0,0,0,0,0
http://www.montezuma.spb.ru,21,0,6,0,0,0,0,0,0,0
http://www.montezuma.spb.ru,21,0,6,0,0,0,0,0,0,0
http://www.freeserials.ws,20,0,5,0,0,0,0,0,0,0
http://www.allxscan.tk,17,0,5,0,0,0,0,0,0,0
http://www.cjb.net,13,0,5,0,0,38,38,0,6,0
http://www.cjb.net,13,0,5,0,0,31,31,0,7,2
http://www.luwyou.com,16,0,5,0,0,0,0,0,1,1
http://www.luwyou.com,16,0,5,0,0,0,0,0,0,0
http://www.ns2ns1.tk,13,2,5,0,0,0,0,0,0,0
http://www.textsex.tk,16,0,5,0,0,0,0,0,0,0
http://www.mbrdot.tk,15,0,5,0,0,0,0,0,0,0
http://www.sexyster.tk,17,0,5,0,0,0,0,0,0,0
http://www.gameangel.com,19,0,5,0,0,0,0,0,0,0
http://www.vvps.ws,13,0,5,0,0,0,0,0,0,0
http://www.beldiplomcom.75.com1.ru,24,3,7,0,0,0,0,0,1,1
http://www.beldiplomcom.75.com1.ru,24,3,7,0,0,0,0,0,0,0
http://820.dopa.com,11,3,5,0,31,48,79,0.392405063,8,2
http://www.orkut.krovatka.su,22,0,6,0,0,0,0,0,1,1
http://www.orkut.krovatka.su,22,0,6,0,0,0,0,0,0,0
http://uolhost.uol.com.br,19,0,6,0,53,64,117,0.452991453,31,19
http://www.seet10.jino.ru,17,2,6,0,0,0,0,0,1,1
http://www.seet10.jino.ru,17,2,6,0,0,0,0,0,0,0
http://www.vkont.bos.ru,17,0,6,0,0,15,15,0,2,0
http://atmovs.com,13,0,4,0,10,14,24,0.416666667,9,5
http://www.seonetwizard.com,22,0,5,0,0,0,0,0,0,0
http://atmovs.com,13,0,4,0,10,14,24,0.416666667,9,5
http://atmovs.com,13,0,4,0,10,13,23,0.434782609,9,5
http://www.nobodyspeakstruth.narod.ru,31,0,6,0,5,3,8,0.625,4,2
http://www8.0zz0.com,12,3,5,0,0,0,0,0,0,0
http://www12.0zz0.com,12,4,5,0,0,0,0,0,0,0
http://www.petpleasers.ca,20,0,5,0,0,0,0,0,0,0
http://www.zjjlf.croukwexdbyerr.net,29,0,6,0,0,0,0,0,1,1
http://www.zjjlf.croukwexdbyerr.net,29,0,6,0,0,0,0,0,1,1
http://www.two-of-us.at,16,0,7,2,0,0,0,0,0,0
http://www.two-of-us.at,16,0,7,2,0,0,0,0,0,0
http://www.two-of-us.at,16,0,7,2,0,0,0,0,0,0
http://101.110.118.26,4,11,6,0,0,0,0,0,0,0
http://www.two-of-us.at,16,0,7,2,0,0,0,0,0,0
http://www.xamateurpornlic.www1.biz,28,1,6,0,0,0,0,0,1,1
http://www.xamateurpornlic.www1.biz,28,1,6,0,0,0,0,0,0,0
http://www.two-of-us.at,16,0,7,2,0,0,0,0,0,0
http://www.xpornstarsckc.ddns.name,28,0,6,0,0,0,0,0,1,1
http://www.xpornstarsckc.ddns.name,28,0,6,0,0,0,0,0,0,0
http://www.upswings.net,18,0,5,0,0,0,0,0,0,0
http://www.lyzgs.com,15,0,5,0,0,0,0,0,0,0
http://www.weboxmedia.by,19,0,5,0,0,0,0,0,1,1
http://www.weboxmedia.by,19,0,5,0,0,0,0,0,0,0
http://www.gravityexp.com,20,0,5,0,0,0,0,0,1,1
http://www.gravityexp.com,20,0,5,0,0,0,0,0,1,1
http://www.analxxxclipsyjh.dnset.com,30,0,6,0,0,0,0,0,1,1
http://www.analxxxclipsyjh.dnset.com,30,0,6,0,0,0,0,0,0,0
http://www.goldenpages.bg,20,0,5,0,33,25,58,0.568965517,13,5
http://www.webordermanager.com,25,0,5,0,1,0,1,1,2,2
http://parking.zunmi.cn,18,0,5,0,1,199,200,0.005,8,2
http://parking.zunmi.cn,18,0,5,0,1,196,197,0.005076142,7,2
http://0uk.net,9,1,4,0,0,0,0,0,0,0
http://www.ukonline.hc0.me,19,1,6,0,0,0,0,0,0,0
http://www.ukonline.hc0.me,19,1,6,0,0,0,0,0,1,1
http://www.ukonline.hc0.me,19,1,6,0,0,0,0,0,0,0
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,1,1
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,0,0
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://ww1.directxex.com,18,1,5,0,1,0,1,1,2,2
http://parking.zunmi.cn,18,0,5,0,1,197,198,0.005050505,7,3
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://ww1.directxex.com,18,1,5,0,1,1,2,0.5,2,2
http://parking.zunmi.cn,18,0,5,0,1,98,99,0.01010101,7,2
http://offerent.com,15,0,4,0,7,2,9,0.777777778,2,0
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://ww1.directxex.com,18,1,5,0,1,0,1,1,1,1
http://parking.zunmi.cn,18,0,5,0,1,116,117,0.008547009,7,3
http://www.bbs.bjchun.com,19,0,6,0,0,0,0,0,1,1
http://www.bbs.bjchun.com,19,0,6,0,0,0,0,0,0,0
http://www.customsboysint.com,24,0,5,0,0,0,0,0,1,1
http://www.customsboysint.com,24,0,5,0,0,0,0,0,0,0
http://www.daspar.net,16,0,5,0,0,0,0,0,1,1
http://www.daspar.net,16,0,5,0,0,0,0,0,1,1
http://www.freefblikes.phpnet.us,26,0,6,0,2,0,2,1,2,1
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://ww1.directxex.com,18,1,5,0,1,0,1,1,1,1
http://parking.zunmi.cn,18,0,5,0,1,186,187,0.005347594,6,2
http://www.yougube.com,17,0,5,0,0,0,0,0,0,0
http://www.jybf.biz,14,0,5,0,0,0,0,0,0,0
http://www.hgfd.info,15,0,5,0,3,9,12,0.25,3,1
http://www.youtuhe.com,17,0,5,0,0,0,0,0,0,0
http://1228.dragonparking.com,20,4,5,0,0,0,0,0,0,0
http://error.banan.cz,16,0,5,0,8,1,9,0.888888889,2,1
http://www.rooversadvocatuur.nl,26,0,5,0,1,0,1,1,1,1
http://www.v.inigsplan.ru,19,0,6,0,0,0,0,0,1,1
http://www.v.inigsplan.ru,19,0,6,0,0,0,0,0,0,0
http://mailboto.com,15,0,4,0,0,0,0,0,0,0
http://www.hugedomains.com,21,0,5,0,28,2,30,0.933333333,4,2
http://www.guyscards.com,19,0,5,0,0,0,0,0,1,1
http://www.guyscards.com,19,0,5,0,0,0,0,0,0,0
http://www.wc0x83ghk.homepage.t-online.de,30,3,8,1,0,0,0,0,0,0
http://www.server1.extra-web.cz,23,1,7,1,0,0,0,0,1,1
http://www.server1.extra-web.cz,23,1,7,1,0,0,0,0,1,1
http://www.manoske.com,17,0,5,0,0,0,0,0,0,0
http://www.manoske.com,17,0,5,0,0,0,0,0,0,0
http://lanternuk.com,16,0,4,0,13,3,16,0.8125,9,6
http://lanternuk.com,16,0,4,0,13,1,14,0.928571429,10,6
http://www.luggage-tv.com,19,0,6,1,0,0,0,0,1,1
http://www.luggage-tv.com,19,0,6,1,0,0,0,0,0,0
http://www.luggagepreview.com,24,0,5,0,0,0,0,0,1,1
http://www.luggagepreview.com,24,0,5,0,0,0,0,0,0,0
http://www.luggagecast.com,21,0,5,0,0,0,0,0,1,1
http://www.luggagecast.com,21,0,5,0,0,0,0,0,1,1
http://www.kapcotool.com,19,0,5,0,0,0,0,0,1,1
http://www.kapcotool.com,19,0,5,0,0,0,0,0,1,1
http://lanternuk.com,16,0,4,0,11,8,19,0.578947368,9,4
http://www.bluecutsystem.com,23,0,5,0,0,0,0,0,1,1
http://www.bluecutsystem.com,23,0,5,0,0,0,0,0,1,1
http://www.tube8vidsvrx.ddns.name,26,1,6,0,0,0,0,0,1,1
http://www.tube8vidsvrx.ddns.name,26,1,6,0,0,0,0,0,0,0
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,1,1
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,1,1
http://www.aippnetworks.com,22,0,5,0,0,0,0,0,1,1
http://www.aippnetworks.com,22,0,5,0,0,0,0,0,0,0
http://www.valouweeigenaren.nl,25,0,5,0,0,0,0,0,1,1
http://www.valouweeigenaren.nl,25,0,5,0,0,0,0,0,0,0
http://www.valouweeigenaren.nl,25,0,5,0,0,0,0,0,1,1
http://www.valouweeigenaren.nl,25,0,5,0,0,0,0,0,1,1
http://www.yumekin.com,17,0,5,0,0,0,0,0,0,0
http://www.yumekin.com,17,0,5,0,0,0,0,0,0,0
http://www.tavuks.com,16,0,5,0,0,0,0,0,1,1
http://www.tavuks.com,16,0,5,0,0,0,0,0,0,0
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,1,1
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,0,0
http://www.photoscape.ch,19,0,5,0,0,0,0,0,1,1
http://www.photoscape.ch,19,0,5,0,0,0,0,0,1,1
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,1,1
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,0,0
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,1,1
http://www.somethingnice.hc0.me,24,1,6,0,0,0,0,0,0,0
http://www.onrio.com.br,17,0,6,0,0,0,0,0,0,0
http://www.funchill.com,18,0,5,0,0,0,0,0,1,1
http://www.funchill.com,18,0,5,0,0,0,0,0,0,0
http://www.slimxxxtubeacn.dnset.com,29,0,6,0,0,0,0,0,1,1
http://www.slimxxxtubeacn.dnset.com,29,0,6,0,0,0,0,0,1,1
http://www.notebookservisru.161.com1.ru,28,4,7,0,0,0,0,0,1,1
http://www.notebookservisru.161.com1.ru,28,4,7,0,0,0,0,0,0,0
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://www.mgfd1b.petrix.net,21,1,6,0,0,0,0,0,0,0
http://www.mirandolasrl.it,21,0,5,0,0,0,0,0,0,0
http://www.mirandolasrl.it,21,0,5,0,0,0,0,0,0,0
http://www.dianepiette.co.uk,22,0,6,0,0,0,0,0,0,0
http://www.dianepiette.co.uk,22,0,6,0,0,0,0,0,0,0
http://www.h1666015.stratoserver.net,23,7,6,0,0,0,0,0,1,1
http://www.h1666015.stratoserver.net,23,7,6,0,0,0,0,0,0,0
http://www.h1666015.stratoserver.net,23,7,6,0,0,0,0,0,1,1
http://www.h1666015.stratoserver.net,23,7,6,0,0,0,0,0,0,0
http://www.seal-technicsag.ch,23,0,6,1,0,0,0,0,0,0
http://www.seal-technicsag.ch,23,0,6,1,0,0,0,0,0,0
http://www.boschetto-hotel.gr,23,0,6,1,0,0,0,0,1,1
http://settings,12,0,3,0,0,0,0,0,0,0
http://www.boschetto-hotel.gr,23,0,6,1,0,0,0,0,1,1
http://www.nlconsulateorlandoorg.siteprotect.net,42,0,6,0,0,0,0,0,1,1
http://www.nlconsulateorlandoorg.siteprotect.net,42,0,6,0,0,0,0,0,0,0
http://www.images.topguncustomz.com,29,0,6,0,0,0,0,0,1,1
http://www.images.topguncustomz.com,29,0,6,0,0,0,0,0,0,0
http://www.nlconsulateorlandoorg.siteprotect.net,42,0,6,0,0,0,0,0,1,1
http://www.nlconsulateorlandoorg.siteprotect.net,42,0,6,0,0,0,0,0,1,1
http://www.images.topguncustomz.com,29,0,6,0,0,0,0,0,1,1
http://www.images.topguncustomz.com,29,0,6,0,0,0,0,0,0,0
http://parking.zunmi.cn,18,0,5,0,1,198,199,0.005025126,7,2
http://sgs.us.com,12,0,5,0,55,8,63,0.873015873,6,3
http://parking.zunmi.cn,18,0,5,0,1,207,208,0.004807692,7,2
http://www.ministerio-publi.info,26,0,6,1,0,0,0,0,0,0
http://www.directxex.com,19,0,5,0,0,0,0,0,0,0
http://www.sankyo.gr.jp,17,0,6,0,0,0,0,0,0,0
http://www.fo5.a1-downloader.org,23,2,7,1,0,0,0,0,1,1
http://www.fo5.a1-downloader.org,23,2,7,1,0,0,0,0,1,1
http://www.lifelabs.vn,17,0,5,0,0,0,0,0,0,0
http://www.tscl.com.bd,16,0,6,0,1,0,1,1,1,1
http://parking.zunmi.cn,18,0,5,0,1,197,198,0.005050505,7,2
http://www.earthcontrolsys.com,25,0,5,0,0,0,0,0,0,0
http://fondazioneciampi.org,23,0,4,0,106,2,108,0.981481481,3,1
http://www.slivki.com.ua,18,0,6,0,0,3,3,0,2,1
http://www.slivki.com.ua,18,0,6,0,0,3,3,0,2,1
http://www.two-of-us.at,16,0,7,2,0,0,0,0,0,0
