id,link,label
125,http://www.rempko.sk/kontakt.htm,redirect
126,http://www.secondome.com/sora-margherita/,redirect
127,http://a.update.51edm.net/20100223/01.kdg?md5=ab2676ca2190bc21abcba6e5f5b3b2a7,Trojan
128,http://vette-porno.nl,redirect
129,http://obkom.net.ua/bancodes/rotator.php?place=indexfoot,redirect
130,http://blacknite.eu/cracking/Pelite.EXE,Trojan
131,http://bargainracks.co.uk/img/common/1x2.gif,Trojan
132,http://pokachi.net/,redirect
133,http://pride-u-bike.com/2006/09/30/akkymtlator/,redirect
134,http://pride-u-bike.com/2007/06/23/s-tolkacha/,redirect
135,http://pride-u-bike.com/2007/07/30/doroga-smerti/,redirect
136,http://pride-u-bike.com/byzapimoto/,redirect
137,http://pride-u-bike.com/motorcycle/suzuki-motorcycle/,redirect
138,http://pride-u-bike.com/motorcycle/vozdeniye-motorcycle/,redirect
139,http://pride-u-bike.com/sell/honda-steed-400-1996/,redirect
140,http://pride-u-bike.com/sell/honda-vfr400r-nc30/,redirect
141,http://quotidiennokoue.com/,redirect
142,http://quotidiennokoue.com/?cat=5,redirect
143,http://quotidiennokoue.com/?p=558,redirect
144,http://safety.amw.com/family/ask-john-walsh-how-can-i-tell-if-a-child-has-been-abused/,redirect
145,http://safety.amw.com/home/stop-domestic-violence-before-it-starts/,redirect
146,http://wmserver.net/sgcg/?page_id=5,redirect
147,http://wp9.ru/,redirect
148,http://www.sanseracingteam.com/wordpress/,redirect
149,http://www.sanseracingteam.com/wordpress/?p=128,redirect
150,http://www.sonnoli.com/?page_id=5,redirect
151,http://www.stirparts.ru/,redirect
152,http://www.tiergestuetzt.de/,redirect
153,http://pic.starsarabian.com/,redirect
154,http://www.angolotesti.it/J/testi_canzoni_jovanotti_168/testo_canzone_chissa_se_stai_dormendo_9566.html,redirect
155,http://w612.nb.host127-0-0-1.com/bins/int/kr3_znp.int?fxp=384bd820008ee37f030b3e65bca6e8a1a65beab33574f567a23b0a987ca83e6544e3e645,Trojan
156,http://q28840.nb.host127-0-0-1.com/bins/int/tp_map16.int?fxp=5936289861f351e362768cf97e7b45e0648647f26c6d6750fb2298af91238cf9c815a461,Trojan
157,http://w4988.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=85c26940bd074d9ebe8290842bca496331374b71c3b8806954f77f9,Trojan
158,http://z32538.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=2ac11c971204a16811817c725e04d68a44f9d4987c472f66eb08d0,Trojan
159,http://fgawegwr.chez.com/images/1273471091.exe,Trojan
160,http://montezuma.spb.ru/key/72548.htm,Trojan
161,http://freeserials.ws/sn/64850.html,Trojan
162,http://allxscan.tk/ddt/load.php?f=1&e=4,Trojan
163,http://helesouurusa.cjb.com/land/video.php?l=4:52&id=1&n=my_loli2&a=mike&path=./tmb/my_loli2/31.jpg&rat=./img/rating5.jpg&v=61545,Trojan
164,http://helesouurusa.cjb.com/land/?n=my_loli2&id=1,Trojan
165,http://luwyou.com/photos.php,Trojan
166,http://ns2ns1.tk/test/load.php?f=1&e=2,Trojan
167,http://textsex.tk/str/load.php?f=1&e=4,Trojan
168,http://mbrdot.tk/123/load.php?f=1&e=6,Trojan
169,http://sexyster.tk/lo/load.php?f=1&e=6,Trojan
170,http://www.gameangel.com/System/html/js/html.js,redirect
171,http://vvps.ws/44/mothersdarlingcross.php?,Trojan
172,http://beldiplomcom.75.com1.ru/loading.php?spl=mdac,Trojan
173,http://www.downloaddirect.com/software/vlc-player/2567,Trojan
174,http://orkut.krovatka.su/imagem-542454.jpg,Trojan
175,http://alissonluis-musico.sites.uol.com.br/mar.jpg,Trojan
176,http://seet10.jino.ru,Trojan
177,http://vkont.bos.ru,Trojan
178,http://download207.mediafire.com/2ezaemp68lyg/fe8lc6kqa1f06n1/Grand+Theft+Modification.zip,Trojan
179,http://seoholding.com/13/overblog,Trojan
180,http://seonetwizard.com/in.cgi?3,Trojan
181,http://seoholding.com/13/overblog&usg=AFQjCNGS7Xe0yilVQ6lGj3Oroonf7-gfhg,Trojan
182,http://seoholding.com/13/boardhost,Trojan
183,http://nobodyspeakstruth.narod.ru/upload/main.exe,Trojan
184,http://www8.0zz0.com/2012/05/05/18/394995639.gif,Trojan
185,http://www12.0zz0.com/2012/05/06/00/464591666.gif,Trojan
186,http://www.petpleasers.ca/templates/rhuk_milkyway/images/red/sll.exe,Trojan
187,http://zjjlf.croukwexdbyerr.net/zyso.cgi?16,redirect
188,http://www.two-of-us.at/images/W.exe,Trojan
189,http://www.two-of-us.at/images/vein.exe,Trojan
190,http://www.two-of-us.at/images/s4x.exe,Trojan
191,http://www.two-of-us.at/images/s2x.exe,Trojan
192,http://www.two-of-us.at/images/s2.exe,Trojan
193,http://www.two-of-us.at/images/m.exe,Trojan
194,http://www.two-of-us.at/images/digitalcoinminer.exe,Trojan
195,http://www.two-of-us.at/images/dgc4x.exe,Trojan
196,http://www.two-of-us.at/images/dc.exe,Trojan
197,http://www.two-of-us.at/images/bz.exe,Trojan
198,http://www.two-of-us.at/images/BR.exe,Trojan
199,http://www.two-of-us.at/images/aurcoinlab.exe,Trojan
200,http://www.perupuntocom.com/claroideas.exe,Trojan
201,http://www.two-of-us.at/images/au4x.exe,Trojan
202,http://xamateurpornlic.www1.biz/latest/xxx-porn-movie.avi.exe,Trojan
203,http://www.two-of-us.at/images/1.exe,Trojan
204,http://xpornstarsckc.ddns.name/latest/xxx-porn-movie.avi.exe,Trojan
205,http://upswings.net/track.php?c005,redirect
206,http://www.lyzgs.com/track.php?c005,redirect
207,http://weboxmedia.by/track.php?c005,redirect
208,http://gravityexp.com/go.php?sid=12,redirect
209,http://analxxxclipsyjh.dnset.com/latest/amateur_dog_sex_01.avi.exe,Trojan
210,http://port.bg/wfgv.html?php=receipt,redirect
211,http://webordermanager.com,redirect
212,http://videoflyover.com,redirect
213,http://www.0uk.net/zaaqw/Pony.exe,Trojan
214,http://www.0uk.net/zaaqw/cs.exe,Trojan
215,http://ukonline.hc0.me/new.exe,Trojan
216,http://ukonline.hc0.me/Host.exe,Trojan
217,http://somethingnice.hc0.me/Miner/CPUMiner.files,Trojan
218,http://directxex.com/uploads/965775728.crypt.exe,Trojan
219,http://directxex.com/uploads/565785830.been.exe,Trojan
220,http://directxex.com/uploads/482862824.kmahard.exe,Trojan
221,http://directxex.com/uploads/472678730.2113899106.puttymanager.exe,Trojan
222,http://directxex.com/uploads/39164388.ms.exe?dl=1,Trojan
223,http://directxex.com/uploads/341043287.crypted.exe,Trojan
224,http://directxex.com/uploads/1870347935.http.exe,Trojan
225,http://www.offerent.com/tmp/5lro65.php?receipt_print=825_417011330,Trojan
226,http://directxex.com/uploads/1803412028.mintt.exe,Trojan
227,http://bbs.bjchun.com/report.htm,redirect
228,http://customsboysint.com/1/25/human-head-wireframe,redirect
229,http://www.daspar.net/components/.kkcpgr.php?action=ss00_323,Trojan
230,http://freefblikes.phpnet.us,Trojan
231,http://directxex.com/uploads/1005443056.cryptedserver.exe,Trojan
232,http://yougube.com,redirect
233,http://youtuhe.com,redirect
234,http://youtibe.com,redirect
235,http://sunny99.cholerik.cz/plugins/3yvPRqFJ.php,redirect
236,http://www.rooversadvocatuur.nl/rel.php,redirect
237,http://v.inigsplan.ru/lich/inc/v7675/?/,redirect
238,http://mailboto.com/landing/themes/bluemarine/corso/index.htm,Phishing
239,http://guyscards.com/adobe/,Trojan
240,http://guyscards.com/adobe/update_flash_player.exe,Trojan
241,http://wc0x83ghk.homepage.t-online.de/communed/ameba.js,redirect
242,http://server1.extra-web.cz/dbm.exe,Trojan
243,http://manoske.com/main.php?label=TJaxqKIV0+wlz0MJN5SxypUhWaVDQDqE4PwfdxjPls0=,Trojan
244,http://mmile.com/images/rhcs05.exe,Trojan
245,http://luggage-tv.com/adobe/update_flash_player.exe,Trojan
246,http://luggagepreview.com/adobe/update_flash_player.exe,Trojan
247,http://luggagecast.com/adobe/update_flash_player.exe,Trojan
248,http://kapcotool.com/adobe/update_flash_player.exe,Trojan
249,http://mmile.com/images/bl.exe,Trojan
250,http://bluecutsystem.com/load3.exe,Trojan
251,http://tube8vidsvrx.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
252,http://tube8vidsvtp.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
253,http://tube8vidswsy.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
254,http://tube8vidswtb.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
255,http://tube8vidswys.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
256,http://tube8vidsxlo.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
257,http://tube8vidsxmx.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
258,http://tube8vidsxpg.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
259,http://tube8vidsxpp.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
260,http://tube8vidsxwu.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
261,http://tube8vidsycs.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
262,http://tube8vidsyip.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
263,http://tube8vidsymz.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
264,http://tube8vidsyre.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
265,http://tube8vidsyyf.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
266,http://tube8vidszmi.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
267,http://tube8vidsznj.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
268,http://tube8vidsznx.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
269,http://tube8vidscqs.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
270,http://tube8vidscut.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
271,http://tube8vidsdob.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
272,http://tube8vidsdst.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
273,http://tube8vidsfgd.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
274,http://tube8vidshhr.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
275,http://tube8vidshkk.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
276,http://tube8vidshrw.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
277,http://tube8vidsiet.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
278,http://tube8vidsiww.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
279,http://tube8vidsjac.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
280,http://tube8vidsjan.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
281,http://tube8vidsjhn.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
282,http://tube8vidsjtq.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
283,http://tube8vidslmf.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
284,http://tube8vidslni.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
285,http://tube8vidslqk.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
286,http://tube8vidslrz.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
287,http://tube8vidsnlq.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
288,http://tube8vidsnrt.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
289,http://tube8vidsnvd.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
290,http://tube8vidsnyp.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
291,http://tube8vidsolh.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
292,http://tube8vidsotz.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
293,http://tube8vidsowd.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
294,http://tube8vidspeq.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
295,http://tube8vidsqof.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
296,http://tube8vidsrau.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
297,http://tube8vidsrdr.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
298,http://tube8vidsrhl.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
299,http://tube8vidsrom.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
300,http://tube8vidssan.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
301,http://tube8vidssjw.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
302,http://tube8vidssyg.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
303,http://tube8vidstrh.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
304,http://tube8vidstyp.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
305,http://tube8vidsuty.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
306,http://tube8vidsvaj.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
307,http://tube8vidsvcs.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
308,http://tube8vidsvmr.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
309,http://slimxxxtuberfe.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
310,http://slimxxxtuberjj.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
311,http://slimxxxtuberme.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
312,http://slimxxxtuberue.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
313,http://slimxxxtubesrs.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
314,http://slimxxxtubesrw.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
315,http://slimxxxtubesun.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
316,http://slimxxxtubetmf.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
317,http://slimxxxtubetmg.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
318,http://slimxxxtubetns.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
319,http://slimxxxtubetts.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
320,http://slimxxxtubeubp.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
321,http://slimxxxtubeujh.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
322,http://slimxxxtubeull.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
323,http://slimxxxtubeuvd.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
324,http://slimxxxtubevdn.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
325,http://slimxxxtubevih.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
326,http://slimxxxtubevjk.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
327,http://slimxxxtubewfl.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
328,http://slimxxxtubewiq.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
329,http://slimxxxtubewis.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
330,http://slimxxxtubewmt.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
331,http://slimxxxtubexei.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
332,http://slimxxxtubexiv.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
333,http://slimxxxtubexvq.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
334,http://slimxxxtubexwb.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
335,http://slimxxxtubexxq.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
336,http://slimxxxtubeyge.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
337,http://slimxxxtubeyhz.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
338,http://slimxxxtubeyza.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
339,http://tube8vidsbbr.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
340,http://tube8vidsbhy.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
341,http://tube8vidsbzx.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
342,http://tube8vidscjk.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
343,http://slimxxxtubehdn.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
344,http://slimxxxtubehli.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
345,http://slimxxxtubeidv.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
346,http://slimxxxtubeijc.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
347,http://slimxxxtubeiqb.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
348,http://slimxxxtubejie.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
349,http://slimxxxtubejlp.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
350,http://slimxxxtubejpe.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
351,http://slimxxxtubejvh.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
352,http://slimxxxtubejyk.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
353,http://slimxxxtubekad.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
354,http://slimxxxtubekgj.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
355,http://slimxxxtubekgv.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
356,http://slimxxxtubeklg.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
357,http://slimxxxtubekpn.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
358,http://slimxxxtubekrn.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
359,http://slimxxxtubelap.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
360,http://slimxxxtubelat.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
361,http://slimxxxtubelfr.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
362,http://slimxxxtubelzv.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
363,http://slimxxxtubemue.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
364,http://slimxxxtubeneg.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
365,http://slimxxxtubeneu.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
366,http://slimxxxtubengt.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
367,http://slimxxxtubenqp.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
368,http://slimxxxtubentf.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
369,http://slimxxxtubeocr.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
370,http://slimxxxtubeonf.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
371,http://slimxxxtubeopy.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
372,http://slimxxxtubeoxo.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
373,http://slimxxxtubeoxy.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
374,http://slimxxxtubeppj.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
375,http://slimxxxtubeqfo.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
376,http://slimxxxtubeqsh.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
377,http://slimxxxtubeqve.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
378,http://slimxxxtubeqwr.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
379,http://slimxxxtuberau.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
380,http://slimxxxtuberea.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
381,http://slimxxxtuberep.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
382,http://generalchemicalsupply.com/gLG.exe,Trojan
383,http://slimxxxtubeacn.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
384,http://slimxxxtubealn.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
385,http://slimxxxtubeanr.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
386,http://slimxxxtubeaxy.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
387,http://slimxxxtubeayv.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
388,http://slimxxxtubebej.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
389,http://slimxxxtubebgp.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
390,http://slimxxxtubebmq.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
391,http://slimxxxtubebnd.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
392,http://slimxxxtubecgl.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
393,http://slimxxxtubectk.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
394,http://slimxxxtubecty.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
395,http://slimxxxtubeczp.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
396,http://slimxxxtubedgv.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
397,http://slimxxxtubedjm.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
398,http://slimxxxtubedlb.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
399,http://slimxxxtubedvj.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
400,http://slimxxxtubedxc.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
401,http://slimxxxtubedya.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
402,http://slimxxxtubeejs.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
403,http://slimxxxtubeemz.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
404,http://slimxxxtubefdr.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
405,http://slimxxxtubefel.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
406,http://slimxxxtubeftb.dnset.com/2013/girl-fucked-by-dog.avi.exe,Trojan
407,http://slimxxxtubefzc.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
408,http://slimxxxtubehan.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
409,http://tube8vidszyj.ddns.name/2013/girl-fucked-by-dog.avi.exe,Trojan
