id,link,zimu_num,shuzi,zifu_num,label
799,http://creditbootcamp.com/25/144.exe,24,5,7,Trojan
720,http://csmail.iggcn.com/temp/service_mail/attachments/2014/03/11/2014031105343091111.zip,47,27,14,Trojan
722,http://csmail.iggcn.com/temp/service_mail/attachments/2014/03/11/2014031105343091111.zip,47,27,14,Trojan
783,http://cudacorp.com/shqgowox,23,0,5,Trojan
228,http://customsboysint.com/1/25/human-head-wireframe,39,3,9,redirect
464,http://d1.kuai8.com/setup/kuai8_zjy.exe,27,3,9,Trojan
775,http://d32k27yvyi4kmv.cloudfront.net/installer/Installer.exe,47,5,8,Trojan
93,http://dawnframing.com/webalizer/050709wareza/crack=17=keygen=serial.html,54,8,11,redirect
467,http://ddd.gouwuke.cn/down/exejmman.exe,31,0,8,Trojan
719,http://decografix.com/wp-content/uploads/2014/03/b41.exe,37,8,11,Trojan
748,http://decota.es/111,12,3,5,Trojan
718,http://decrolyschool.be/backup/1_1_777.exe,28,5,9,Trojan
895,http://deleondeos.com/img/script.php?tup1.jpg,35,1,9,Trojan
715,http://demo.vertexinfo.in/conclusione/dettagli.zip,42,0,8,Trojan
612,http://dentairemalin.com/images/report934875438jdfg8i45jg_07242014.exe,42,20,8,Trojan
714,http://destre45.com/p/f.exe,18,2,7,Trojan
713,http://destre45.com/p/svhost.exe,23,2,7,Trojan
535,http://dianepiette.co.uk/inddex.html,29,0,7,Trojan
536,http://dianepiette.co.uk/index.zip,27,0,7,Trojan
791,http://dimarsbg.com/images/portfolio/vtutmcireturxeitritxirete/rcturtncuyretycrutycreu.exe,81,0,9,Trojan
40,http://dimsnetwork.com,18,0,4,redirect
231,http://directxex.com/uploads/1005443056.cryptedserver.exe,39,10,8,Trojan
481,http://dl.microsword.net/softdown/filerubber.exe,40,0,8,Trojan
482,http://dl.microsword.net/Softdown/VideoRecord.exe,41,0,8,Trojan
872,http://dofeb.frenchgerlemanelectric.com/iglejimoar/upsudypooz/leepeegrah/files/,69,0,10,Trojan
711,http://dougmlee.com/DHL,18,0,5,Trojan
712,http://dougmlee.com/DHL%20Document.zip,29,2,7,Trojan
468,http://down.feiyang163.com/soft/alexacha.exe,33,3,8,Trojan
469,http://down.feiyang163.com/soft/usblock.exe,32,3,8,Trojan
471,http://down.guangsu.cn/qdn/setup_qd262.exe,30,3,9,Trojan
924,http://down.mykings.pw:8888/ver.txt,23,4,8,Trojan
465,http://down.unadnet.com.cn/soft/2Dmofang.exe,34,1,9,Trojan
462,http://down2.feiyang163.com/soft/wavtomp3.exe,32,5,8,Trojan
483,http://download.56.com/lp/client/update.lua,32,2,9,Trojan
475,http://download.grandcloud.cn/9291/15474/setup_2949-14598.exe,32,18,11,Trojan
485,http://download.ttrili.com:98/Setup%5B57%5D-rl.exe,33,6,11,Trojan
487,http://download.ttrili.com:98/setup%5B79%5D-rl.exe,33,6,11,Trojan
488,http://download.ttrili.com:98/Setup[11]-rl.exe,31,4,11,Trojan
178,http://download207.mediafire.com/2ezaemp68lyg/fe8lc6kqa1f06n1/Grand+Theft+Modification.zip,67,12,11,Trojan
422,http://downloads-whatsapp.com,24,0,5,Trojan
423,http://downloads-whatsapp.com/whatsapp-for-nokia.php,43,0,9,Trojan
124,http://downloads-whatsapp.com/whatsapp-for-samsung.php,45,0,9,Trojan
111,http://dp-medien.eu,14,0,5,redirect
835,http://dujur.barginginfrance.net/oampimsika/foowimupho/thampoperd/files/,62,0,10,Trojan
531,http://e1r.net/download/ca.exe,22,1,7,Trojan
886,http://earthcontrolsys.com/abuse_report.php?issviews.com,47,0,9,Trojan
814,http://echoa.randbinternationaltravel.com/wheekresip/lesorgysoj/oasemteefu/files/,71,0,10,Trojan
808,http://eecky.butlerelectricsupply.com/oalseebypt/hidowodruf/phaptyrsoa/files/,67,0,10,Trojan
802,http://eekro.cruisingsmallship.com/oaglotogoa/pusoathuth/okexithejo/files/,64,0,10,Trojan
888,http://eeps.me/,10,0,5,Phishing
848,http://eeroo.frost-electric-supply.com/phoagnonga/oshuzoathu/anunserogy/files/,66,0,12,Trojan
852,http://eetho.cruisingsmallship.com/fustochoox/areltussen/hoogroxuga/files/,64,0,10,Trojan
816,http://efugl.iptvdeals.com/avoamsyrga/ujecketird/fudsoonsep/files/,56,0,10,Trojan
796,http://e-matelco.com/25/144.exe,18,5,8,Trojan
804,http://emits.iptvdeals.com/pigneglogl/psoomporso/whulsynsee/files/,56,0,10,Trojan
828,http://eroov.iptvdeals.com/wheedessyh/uptoowhooj/urognotchy/files/,56,0,10,Trojan
839,http://esoad.frost-electric-supply.com/psutsoshup/phastupsim/tigrystolt/files/,66,0,12,Trojan
1,http://espdesign.com.au,18,0,5,redirect
874,http://estoa.frost-electric-supply.com/ukoatiptyv/upseeboapo/ufekyckaft/files/,66,0,12,Trojan
795,http://eternitymobiles.com/25/144.exe,25,5,7,Trojan
884,http://europe-academy.net/wp-admin/user/ap2.php,36,1,10,Trojan
912,http://euro-vertrieb.com/hosteurope/KIS-Login.htm,40,0,9,Phishing
880,http://executivecoaching.co.il/IsKgVrtvQ/,34,0,7,Trojan
776,http://extreembilisim.com/themes/blue/Cure.exe,38,0,8,Trojan
777,http://extreembilisim.com/themes/blue/panelServerCrypted.exe,52,0,8,Trojan
489,http://f.gj555.net/download/setups30035.exe,27,8,8,Trojan
548,http://faiyazahmed.com/inddex.html,28,0,6,Trojan
551,http://faiyazahmed.com/index.zip,26,0,6,Trojan
921,http://falconsafe.com.sg/api/get.php?id=aW5mb0BzYXBjdXBncmFkZXMuY29t,54,4,10,Trojan
772,http://fbku.com/yeni/Porno-HD.exe,25,0,8,Trojan
159,http://fgawegwr.chez.com/images/1273471091.exe,28,10,8,Trojan
496,http://files.dsnetwb.com/aTube_Catcher_5188_ATU3.exe,37,5,10,Trojan
922,http://fo5.a1-downloader.org/g2v9s1.php?id=yourname@yourdomain.com,49,5,12,Trojan
883,http://fondazioneciampi.org/nuovo/blogs/media/ap2.php,43,1,9,Trojan
480,http://formessengers.com/download.php?PN=MLP,36,0,8,Trojan
94,http://free-crochet-pattern.com/webalizer/050709wareza/crack=17=keygen=serial.html,61,8,13,redirect
230,http://freefblikes.phpnet.us,23,0,5,Trojan
161,http://freeserials.ws/sn/64850.html,23,5,7,Trojan
755,http://ftp.flyfishusa.com/lords/vanishings,35,0,7,Trojan
521,http://funchill.com/Invoice.zip,25,0,6,Trojan
382,http://generalchemicalsupply.com/gLG.exe,34,0,6,Trojan
773,http://getdatanetukscan.info/sp32_64_10044639319006172375.exe,29,24,8,Trojan
774,http://getdatanetukscan.info/sp32_64_3491943367355003623.exe,29,23,8,Trojan
747,http://gogetgorgeous.com/111,20,3,5,Trojan
894,http://gosciniec-paproc.pl/lib/excel/kamp.php,36,0,9,Phishing
208,http://gravityexp.com/go.php?sid=12,25,2,8,redirect
822,http://greev.randbinternationaltravel.com/sheptighut/groadratoa/omedryglol/files/,71,0,10,Trojan
693,http://grendizer.biz/fattura/fattura05032014.zip,33,8,7,Trojan
683,http://grendizer.biz/statistiche/fattura05032014.zip,37,8,7,Trojan
694,http://grendizer.biz/statistiche/fattura05032014.zip?qgbaprb3jqghxxof,52,9,8,Trojan
684,http://gulf-industrial.com/images/2103USa.qta,33,4,8,Trojan
840,http://gurde.tourstogo.us/leefoohopt/ezussoadyz/utufegheer/files/,55,0,10,Trojan
801,http://gurde.tourstogo.us/leefoohopt/ezussoadyz/utufegheer/files/GO49776M.vbs,61,5,11,Trojan
239,http://guyscards.com/adobe/,21,0,6,Trojan
240,http://guyscards.com/adobe/update_flash_player.exe,41,0,9,Trojan
849,http://gyboo.cruisingsmallship.com/phyckyhert/oaltesteef/ptoneewhis/files/,64,0,10,Trojan
811,http://gylra.cruisingsmallship.com/talsoohaha/icoagroapt/oglaheeglo/files/,64,0,10,Trojan
538,http://h1666015.stratoserver.net/inddex.html,30,7,7,Trojan
539,http://h1666015.stratoserver.net/inddex.html,30,7,7,Trojan
543,http://h1666015.stratoserver.net/index.zip,28,7,7,Trojan
544,http://h1666015.stratoserver.net/index.zip,28,7,7,Trojan
800,http://hana-naveh.com/25/144.exe,19,5,8,Trojan
60,http://hanulsms.com,15,0,4,redirect
37,http://hardcorepornparty.com,24,0,4,redirect
762,http://harshwhispers.com/img/dunptty.gif,33,0,7,Trojan
763,http://harshwhispers.com/img/wxynts.gif,32,0,7,Trojan
164,http://helesouurusa.cjb.com/land/?n=my_loli2&id=1,35,2,12,Trojan
163,http://helesouurusa.cjb.com/land/video.php?l=4:52&id=1&n=my_loli2&a=mike&path=./tmb/my_loli2/31.jpg&rat=./img/rating5.jpg&v=61545,81,14,34,Trojan
770,http://hexadl.line55.net/FLV_Media_Player.exe,34,2,9,Trojan
771,http://hexadl.line55.net/FLV-HD.exe,25,2,8,Trojan
682,http://hnskorea.co.kr/alberta/dingo.exe,31,0,8,Trojan
830,http://hoawy.frost-electric-supply.com/synestyfoo/oampansoam/fetuksessu/files/,66,0,12,Trojan
681,http://hobbat.fvds.ru/DHL,19,0,6,Trojan
680,http://hobbat.fvds.ru/DHL%20Document.zip,30,2,8,Trojan
798,http://hobby-hangar.net/25/144.exe,21,5,8,Trojan
779,http://hoerbird.net/galerie/w4f3f4.exe,28,3,7,Trojan
21,http://hotspot.cz,13,0,4,redirect
2,http://iamagameaddict.com,21,0,4,redirect
873,http://igagh.tourstogo.us/chogoajeep/uhozyngako/iphoasteer/files/,55,0,10,Trojan
854,http://igoby.frost-electric-supply.com/eesefteeps/ookeestool/meefeleezu/files/,66,0,12,Trojan
869,http://igroo.barginginfrance.net/ogroatashy/osynoonsax/ydumtixivy/files/,62,0,10,Trojan
556,http://images.topguncustomz.com/inddex.html,36,0,7,Trojan
554,http://images.topguncustomz.com/index.zip,34,0,7,Trojan
57,http://img001.com/business/qiji.exe,25,3,7,Trojan
890,http://inclusivediversity.co.uk/wp-content/upgrade/,42,0,9,redirect
678,http://innatek.com/ListinoPrezzi.zip,30,0,6,Trojan
679,http://innatek.com/ListinoPrezzi.zip?SEmfjmWrPDXEz,43,0,7,Trojan
6,http://ipl.hk,9,0,4,redirect
806,http://iptoo.cruisingsmallship.com/cocmeepsee/nikagnypsi/hoaboogrol/files/,64,0,10,Trojan
837,http://ithyk.frenchgerlemanelectric.com/cywhamsoaj/thamtampee/oodsardoon/files/,69,0,10,Trojan
824,http://iwhab.randbinternationaltravel.com/etuwotsols/phydretack/psyveshool/files/,71,0,10,Trojan
810,http://ixoox.csheaven.com/ytoocmefta/ythyreejyk/eeshoomoar/files/,55,0,10,Trojan
766,http://iybasketball.info/wp-content/themes/twentytwelve/lo.exe,52,0,10,Trojan
902,http://izzy-cars.nl/9uj8n76b5.exe,21,5,7,Trojan
784,http://jdfabrication.com/ihfipiex,28,0,5,Trojan
915,http://jessisjewels.com/disk/update/postmaster/en/?ar=yourname@yourdomain.com,64,0,13,Phishing
780,http://josip-stadler.org/11,19,2,6,Trojan
95,http://js.tongji.linezing.com/1189582/tongji.js,31,7,9,redirect
112,http://juedische-kammerphilharmonie.de,33,0,5,redirect
17,http://juicypussyclips.com,22,0,4,redirect
474,http://k.h.a.d.free.fr/pub/utils/oepv.exe,29,0,12,Trojan
733,http://kadirzerey.com/wp-content/themes/genegri/file.ecr,46,0,10,Trojan
3,http://kalantzis.net,16,0,4,redirect
248,http://kapcotool.com/adobe/update_flash_player.exe,41,0,9,Trojan
836,http://keemy.butlerelectricsupply.com/zyrsoltoah/duftuxoxyz/epheenyzug/files/,67,0,10,Trojan
918,http://kingskillz.ru/~kingskil/Prince/Man/lucy/mine/shit.exe,48,0,12,Trojan
847,http://kulro.csheaven.com/dersyphalr/kyjorsoalt/rywoarsoaz/files/,55,0,10,Trojan
859,http://kyrsu.frost-electric-supply.com/wowoathept/grishamesa/weemoseevo/files/,66,0,12,Trojan
746,http://lefos.net/111,12,3,5,Trojan
905,http://lhs-mhs.org/9uj8n76b5.exe,20,5,7,Trojan
781,http://loft2126.dedicatedpanel.com/b.exe,29,4,7,Trojan
751,http://luckyblank.info,18,0,4,redirect
767,http://luckyclean.info,18,0,4,redirect
768,http://luckyclear.info,18,0,4,redirect
769,http://luckyeffect.info,19,0,4,redirect
752,http://luckyhalo.info,17,0,4,redirect
41,http://luckypure.info,17,0,4,redirect
42,http://luckyshine.info,18,0,4,redirect
43,http://luckysuccess.info,20,0,4,redirect
44,http://luckysure.info,17,0,4,redirect
45,http://luckytidy.info,17,0,4,redirect
46,http://luggagecast.com/adobe/update_flash_player.exe,43,0,9,Trojan
47,http://luggagepreview.com/adobe/update_flash_player.exe,46,0,9,Trojan
48,http://luggage-tv.com/adobe/update_flash_player.exe,41,0,10,Trojan
49,http://lunaticjazz.com,18,0,4,Trojan
50,http://luwyou.com/photos.php,22,0,6,Trojan
247,http://mahindrainsurance.com/download_doc/risposta.zip,46,0,8,Trojan
246,http://mailboto.com/landing/themes/bluemarine/corso/index.htm,51,0,10,Phishing
245,http://manoske.com/main.php?label=TJaxqKIV0+wlz0MJN5SxypUhWaVDQDqE4PwfdxjPls0=,63,5,10,Trojan
885,http://marialorena.com.br/wp-content/plugins/hello123/8888ytc6r.exe,48,8,11,Trojan
165,http://mathenea.com/css/report934875438jdfg8i45jg_07242014.exe,34,20,8,Trojan
653,http://mbrdot.tk/123/load.php?f=1&e=6,21,5,11,Trojan
238,http://mediatrade.h19.ru/Our,20,2,6,Trojan
243,http://merrymilkfoods.com/wp-content/uploads/2014/01/wav.exe,43,6,11,Trojan
907,http://mgfd1b.petrix.net/5i9fh30/counter.php?fid=2,34,6,10,redirect
613,http://ministerio-publi.info/web/bg-02.jpg,31,2,9,Trojan
168,http://ministerio-publi.info/web/bo_01.php,31,2,9,Trojan
644,http://ministerio-publi.info/web/bo_02.php,31,2,9,Trojan
562,http://ministerio-publi.info/web/bo_03.php,31,2,9,Trojan
532,http://mirandolasrl.it/inddex.html,28,0,6,Trojan
590,http://mirandolasrl.it/index.zip,26,0,6,Trojan
596,http://mmile.com/images/bl.exe,23,0,7,Trojan
597,http://mmile.com/images/rhcs05.exe,25,2,7,Trojan
595,http://mocka.frost-electric-supply.com/zarseehetu/igaksuxals/kyroalopsa/files/,66,0,12,Trojan
533,http://montezuma.spb.ru/key/72548.htm,24,5,8,Trojan
534,http://ms11.net/%7Ecarmine/DHL%20Document.zip,31,5,9,Trojan
249,http://mueller-holz-bau.com/v28nyn27,25,4,7,Trojan
244,http://murbil.hostei.com/wp-content/themes/Mizzo/file.ecr,46,0,11,Trojan
860,http://nadegda-95.ru,13,2,5,redirect
160,http://nailbytes1.com/test/86lkL2Xpxa.exe,30,4,7,Trojan
643,http://namso.butlerelectricsupply.com/yfuksajozi/phidampoas/ufykampoap/files/,67,0,10,Trojan
785,http://nbook.far.ru/111,14,3,6,Trojan
734,http://nc2199.eden5.netclusive.de/Invoice.zip,32,5,8,Trojan
68,http://nctbonline.co.uk/InvoiceCopy.scr,32,0,7,Trojan
778,http://nefib.tourstogo.us/shoampakre/igoawootsi/greengeeku/files/,55,0,10,Trojan
827,http://nerez-schodiste-zabradli.com,29,0,6,redirect
744,http://nlconsulateorlandoorg.siteprotect.net/inddex.html,49,0,7,Trojan
522,http://nlconsulateorlandoorg.siteprotect.net/index.zip,47,0,7,Trojan
642,http://nobodyspeakstruth.narod.ru/upload/main.exe,41,0,8,Trojan
862,http://nonsi.csheaven.com/udoartorsa/oathampoat/uzostecmew/files/,55,0,10,Trojan
23,http://noobgirls.com/pussy.exe,24,0,6,Trojan
555,http://noobgirls.com/pussy.php,24,0,6,Trojan
553,http://nordiccountry.cz,19,0,4,redirect
183,http://notebookservisru.161.com1.ru/PayInfo.zip,35,4,8,Trojan
826,http://noveslovo.com,16,0,4,redirect
507,http://nowina.info,14,0,4,redirect
506,http://ns1.the-sinner.net/modules/webstat/vodafone_service_d2,48,2,11,Trojan
24,http://ns2ns1.tk/test/load.php?f=1&e=2,23,4,11,Trojan
523,http://nudebeachgalleries.net,25,0,4,redirect
39,http://nugly.barginginfrance.net/oogamtoafo/eestathici/athiphisik/files/,62,0,10,Trojan
25,http://nuptialimages.com,20,0,4,redirect
641,http://oakso.tourstogo.us/pheekseeku/kirystobul/exeedsoots/files/,55,0,10,Trojan
166,http://oampa.csheaven.com/ovoamegloa/ishoodooho/whetcheeng/files/,55,0,10,Trojan
51,http://oapsa.tourstogo.us/looreeneps/yshoobeeje/syshyshogo/files/,55,0,10,Trojan
878,http://oawoo.frenchgerlemanelectric.com/utyfatheex/nurirsoaja/rojingaroo/files/,69,0,10,Trojan
18,http://obada-konstruktiwa.org,24,0,5,redirect
834,http://obkom.net.ua/bancodes/rotator.php?place=indexfoot,46,0,10,redirect
841,http://ocick.frost-electric-supply.com/nasaghytho/whofydroon/glotchypiv/files/,66,0,12,Trojan
863,http://ocpersian.com,16,0,4,Trojan
857,http://officeon.ch.ma/office.js?google_ad_format=728x90_as,41,5,12,redirect
26,http://oknarai.ru,13,0,4,redirect
129,http://onrio.com.br/site/Pdf/,21,0,8,Trojan
818,http://oofuv.cruisingsmallship.com/oozughoars/psoakraghi/oawygroors/files/,64,0,10,Trojan
563,http://oojee.barginginfrance.net/poovajywhi/ooghovelee/madroompob/files/,62,0,10,Trojan
9,http://ooksu.frost-electric-supply.com/sebossoode/itylseehyh/grykrostad/files/,66,0,12,Trojan
35,http://oolsi.frost-electric-supply.com/eerutsuleh/oamteejigl/shogrodroo/files/,66,0,12,Trojan
518,http://oosee.barginginfrance.net/buksyngems/boofoostiw/orignujonu/files/,62,0,10,Trojan
870,http://oowhe.frost-electric-supply.com/ejisoozach/esisseeloo/oajilitsof/files/,66,0,12,Trojan
853,http://oprahsearch.com/scripts/net19.exe,31,2,7,Trojan
815,http://optimization-methods.com/Bilder/calc.exe,39,0,8,Trojan
846,http://orbowlada.strefa.pl/text396.htm,28,3,7,redirect
856,http://orkut.krovatka.su/imagem-542454.jpg,28,6,8,Trojan
877,http://oshoa.iptvdeals.com/whoagrofta/shaphygyft/oomtyrtogl/files/,56,0,10,Trojan
66,http://oshoo.iptvdeals.com/oachudydri/theshasicm/chyshyngee/files/,56,0,10,Trojan
756,http://otylkaaotesanek.cz,21,0,4,redirect
13,http://outporn.com,14,0,4,redirect
174,http://paraskov.com/err.exe,21,0,6,Trojan
844,http://pb-webdesign.net,18,0,5,redirect
812,http://pension-helene.cz,19,0,5,redirect
27,http://perfectionautorepairs.com/jkcokunrh,37,0,5,Trojan
11,http://pgalvaoteles.pt/111,18,3,5,Trojan
757,http://pharmadeal.gr/nfqnaanl,24,0,5,Trojan
28,http://phoaz.cruisingsmallship.com/thymuksate/ysigorguru/stogroaryf/files/,64,0,10,Trojan
29,http://photoscape.ch/Setup.exe,24,0,6,Trojan
786,http://pic.starsarabian.com/,22,0,6,redirect
745,http://pigra.csheaven.com/eveebichoa/xygyrtoolt/ooholtoaka/files/,55,0,10,Trojan
787,http://plantaardigebrandstof.nl/inddex.html,37,0,6,Trojan
843,http://plantaardigebrandstof.nl/index.zip,35,0,6,Trojan
931,http://podzemi.myotis.info,21,0,5,redirect
153,http://pokachi.net/,14,0,5,redirect
871,http://port.bg/wfgv.html?php=receipt,28,0,8,redirect
541,http://portablevaporizer.com/,24,0,5,redirect
546,http://portalfiremasters.com.br/Fatura.Pdf.rar,38,0,8,Trojan
30,http://pos-kupang.com/,16,0,6,redirect
132,http://potvaporizer.com/,19,0,5,redirect
210,http://pride-u-bike.com/2006/09/30/akkymtlator/,28,8,11,redirect
108,http://pride-u-bike.com/2007/06/23/s-tolkacha/,26,8,12,redirect
520,http://pride-u-bike.com/2007/07/30/doroga-smerti/,29,8,12,redirect
7,http://pride-u-bike.com/byzapimoto/,27,0,8,redirect
107,http://pride-u-bike.com/motorcycle/suzuki-motorcycle/,43,0,10,redirect
133,http://pride-u-bike.com/motorcycle/vozdeniye-motorcycle/,46,0,10,redirect
134,http://pride-u-bike.com/sell/honda-steed-400-1996/,31,7,12,redirect
135,http://pride-u-bike.com/sell/honda-vfr400r-nc30/,32,5,11,redirect
136,http://privatkunden.datapipe9271.com/,27,4,6,Phishing
137,http://progettocrea.org/wp-content/themes/telekom/telekom_deutschland_gmbh,63,0,11,Trojan
138,http://prorodeosportmed.com/templates/atomic/html/mod_custom/default.xx,60,0,11,Trojan
139,http://psooz.tourstogo.us/joacumupty/yduhoalrow/ooksyfoogl/files/,55,0,10,Trojan
140,http://ptewh.iptvdeals.com/foogloajuc/eeshedyfon/yvookrynso/files/,56,0,10,Trojan
927,http://ptool.barginginfrance.net/wadostomot/oophosagli/tipsosteen/files/,62,0,10,Trojan
640,http://ptuph.barginginfrance.net/ytooglesyw/evymoftoph/leewhigroo/files/,62,0,10,Trojan
764,http://ptush.iptvdeals.com/oapsoadoov/vooglebopo/oasoardexy/files/,56,0,10,Trojan
845,http://pulso.butlerelectricsupply.com/uthoachugr/uceerdyhap/ochadikist/files/,67,0,10,Trojan
868,http://purethc.com/,14,0,5,redirect
817,http://pwvita.pl,12,0,4,redirect
803,http://q28840.nb.host127-0-0-1.com/bins/int/tp_map16.int?fxp=5936289861f351e362768cf97e7b45e0648647f26c6d6750fb2298af91238cf9c815a461,50,67,16,Trojan
865,http://quotidiennokoue.com/,22,0,5,redirect
861,http://quotidiennokoue.com/?cat=5,25,1,7,redirect
106,http://quotidiennokoue.com/?p=558,23,3,7,redirect
78,http://rainbowcolours.me.uk/g17.exe,26,2,7,Trojan
156,http://rainbowcolours.me.uk/z14.exe,26,2,7,Trojan
141,http://rallyeair.com/111,16,3,5,Trojan
142,http://raneevahijab.id/adnin/box/workspace/,35,0,8,Phishing
143,http://rawoo.barginginfrance.net/deethevoaz/upsachoaju/poastycith/files/,62,0,10,Trojan
639,http://reclamus.com/9uj8n76b5.exe,22,5,6,Trojan
638,http://rentfromart.com/media/system/images/Java.exe,42,0,9,Trojan
743,http://revistaelite.com/?topic=bleach-244-english-sub,40,3,10,redirect
