id,link,zimu_num,shuzi,zifu_num,iframe_num,location_num,eval_num,label
724,http://centralwestwater.com.au/Estratto/Dati.zip,40.0,0.0,8.0,0,0,0,Trojan
727,http://centralwestwater.com.au/Estratto/Dati.zip,40.0,0.0,8.0,0,0,0,Trojan
20,http://ceskarepublika.net,21.0,0.0,4.0,0,1,0,redirect
753,http://chaveiro.bio.br/tmp/AcbtReader.exe,33.0,0.0,8.0,-1,-1,-1,Trojan
782,http://chsplantsales.co.uk/werwre56,27.0,2.0,6.0,-1,-1,-1,Trojan
723,http://classicspeedway.com/ff.exe,27.0,0.0,6.0,0,0,0,Trojan
761,http://cmicapui.ce.gov.br/components/com_phocadownload/helpers/modu.exe,59.0,0.0,12.0,-1,-1,-1,Trojan
813,http://coaha.frenchgerlemanelectric.com/atydymulra/psoaptylty/ywhopaptyl/files/,69.0,0.0,10.0,-1,-1,-1,Trojan
566,http://coalimpex.com/web/bg-02.jpg,24.0,2.0,8.0,0,0,0,Trojan
572,http://coalimpex.com/web/bo_02.php,24.0,2.0,8.0,0,0,0,Trojan
570,http://coalimpex.com/web/bo_03.php,24.0,2.0,8.0,0,0,0,Trojan
913,http://coffeol.com/fend/raw_server.exe,30.0,0.0,8.0,0,0,0,Trojan
56,http://conds.ru,11.0,0.0,4.0,0,0,0,redirect
721,http://cope.it/templates/webstat/finanzgruppe_volksbanken_ne/index,56.0,0.0,10.0,0,2,0,Trojan
16,http://cracks.vg/d1.php,16.0,1.0,6.0,0,0,0,redirect
799,http://creditbootcamp.com/25/144.exe,24.0,5.0,7.0,2,0,0,Trojan
720,http://csmail.iggcn.com/temp/service_mail/attachments/2014/03/11/2014031105343091111.zip,47.0,27.0,14.0,0,0,0,Trojan
722,http://csmail.iggcn.com/temp/service_mail/attachments/2014/03/11/2014031105343091111.zip,47.0,27.0,14.0,0,0,0,Trojan
783,http://cudacorp.com/shqgowox,23.0,0.0,5.0,-1,-1,-1,Trojan
228,http://customsboysint.com/1/25/human-head-wireframe,39.0,3.0,9.0,-1,-1,-1,redirect
464,http://d1.kuai8.com/setup/kuai8_zjy.exe,27.0,3.0,9.0,-1,-1,-1,Trojan
775,http://d32k27yvyi4kmv.cloudfront.net/installer/Installer.exe,47.0,5.0,8.0,-1,-1,-1,Trojan
93,http://dawnframing.com/webalizer/050709wareza/crack=17=keygen=serial.html,54.0,8.0,11.0,-1,-1,-1,redirect
467,http://ddd.gouwuke.cn/down/exejmman.exe,31.0,0.0,8.0,0,0,0,Trojan
719,http://decografix.com/wp-content/uploads/2014/03/b41.exe,37.0,8.0,11.0,0,0,0,Trojan
748,http://decota.es/111,12.0,3.0,5.0,0,0,0,Trojan
718,http://decrolyschool.be/backup/1_1_777.exe,28.0,5.0,9.0,0,0,0,Trojan
895,http://deleondeos.com/img/script.php?tup1.jpg,35.0,1.0,9.0,0,0,0,Trojan
715,http://demo.vertexinfo.in/conclusione/dettagli.zip,42.0,0.0,8.0,0,0,0,Trojan
612,http://dentairemalin.com/images/report934875438jdfg8i45jg_07242014.exe,42.0,20.0,8.0,0,0,0,Trojan
714,http://destre45.com/p/f.exe,18.0,2.0,7.0,-1,-1,-1,Trojan
713,http://destre45.com/p/svhost.exe,23.0,2.0,7.0,-1,-1,-1,Trojan
535,http://dianepiette.co.uk/inddex.html,29.0,0.0,7.0,0,0,0,Trojan
536,http://dianepiette.co.uk/index.zip,27.0,0.0,7.0,0,0,0,Trojan
791,http://dimarsbg.com/images/portfolio/vtutmcireturxeitritxirete/rcturtncuyretycrutycreu.exe,81.0,0.0,9.0,0,0,0,Trojan
40,http://dimsnetwork.com,18.0,0.0,4.0,-1,-1,-1,redirect
231,http://directxex.com/uploads/1005443056.cryptedserver.exe,39.0,10.0,8.0,0,0,0,Trojan
481,http://dl.microsword.net/softdown/filerubber.exe,40.0,0.0,8.0,-1,-1,-1,Trojan
482,http://dl.microsword.net/Softdown/VideoRecord.exe,41.0,0.0,8.0,-1,-1,-1,Trojan
872,http://dofeb.frenchgerlemanelectric.com/iglejimoar/upsudypooz/leepeegrah/files/,69.0,0.0,10.0,-1,-1,-1,Trojan
711,http://dougmlee.com/DHL,18.0,0.0,5.0,0,0,0,Trojan
712,http://dougmlee.com/DHL%20Document.zip,29.0,2.0,7.0,0,0,0,Trojan
468,http://down.feiyang163.com/soft/alexacha.exe,33.0,3.0,8.0,0,0,0,Trojan
469,http://down.feiyang163.com/soft/usblock.exe,32.0,3.0,8.0,0,0,0,Trojan
471,http://down.guangsu.cn/qdn/setup_qd262.exe,30.0,3.0,9.0,-1,-1,-1,Trojan
924,http://down.mykings.pw:8888/ver.txt,23.0,4.0,8.0,0,0,0,Trojan
465,http://down.unadnet.com.cn/soft/2Dmofang.exe,34.0,1.0,9.0,-1,-1,-1,Trojan
462,http://down2.feiyang163.com/soft/wavtomp3.exe,32.0,5.0,8.0,0,0,0,Trojan
483,http://download.56.com/lp/client/update.lua,32.0,2.0,9.0,-1,-1,-1,Trojan
475,http://download.grandcloud.cn/9291/15474/setup_2949-14598.exe,32.0,18.0,11.0,-1,-1,-1,Trojan
485,http://download.ttrili.com:98/Setup%5B57%5D-rl.exe,33.0,6.0,11.0,-1,-1,-1,Trojan
487,http://download.ttrili.com:98/setup%5B79%5D-rl.exe,33.0,6.0,11.0,-1,-1,-1,Trojan
488,http://download.ttrili.com:98/Setup[11]-rl.exe,31.0,4.0,11.0,-1,-1,-1,Trojan
178,http://download207.mediafire.com/2ezaemp68lyg/fe8lc6kqa1f06n1/Grand+Theft+Modification.zip,67.0,12.0,11.0,14,2,1,Trojan
422,http://downloads-whatsapp.com,24.0,0.0,5.0,1,2,0,Trojan
423,http://downloads-whatsapp.com/whatsapp-for-nokia.php,43.0,0.0,9.0,1,2,0,Trojan
124,http://downloads-whatsapp.com/whatsapp-for-samsung.php,45.0,0.0,9.0,1,2,0,Trojan
111,http://dp-medien.eu,14.0,0.0,5.0,0,0,0,redirect
835,http://dujur.barginginfrance.net/oampimsika/foowimupho/thampoperd/files/,62.0,0.0,10.0,-1,-1,-1,Trojan
531,http://e1r.net/download/ca.exe,22.0,1.0,7.0,0,0,0,Trojan
886,http://earthcontrolsys.com/abuse_report.php?issviews.com,47.0,0.0,9.0,0,0,0,Trojan
814,http://echoa.randbinternationaltravel.com/wheekresip/lesorgysoj/oasemteefu/files/,71.0,0.0,10.0,0,0,0,Trojan
808,http://eecky.butlerelectricsupply.com/oalseebypt/hidowodruf/phaptyrsoa/files/,67.0,0.0,10.0,-1,-1,-1,Trojan
802,http://eekro.cruisingsmallship.com/oaglotogoa/pusoathuth/okexithejo/files/,64.0,0.0,10.0,-1,-1,-1,Trojan
888,http://eeps.me/,10.0,0.0,5.0,-1,-1,-1,Phishing
848,http://eeroo.frost-electric-supply.com/phoagnonga/oshuzoathu/anunserogy/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
852,http://eetho.cruisingsmallship.com/fustochoox/areltussen/hoogroxuga/files/,64.0,0.0,10.0,-1,-1,-1,Trojan
816,http://efugl.iptvdeals.com/avoamsyrga/ujecketird/fudsoonsep/files/,56.0,0.0,10.0,-1,-1,-1,Trojan
796,http://e-matelco.com/25/144.exe,18.0,5.0,8.0,-1,-1,-1,Trojan
804,http://emits.iptvdeals.com/pigneglogl/psoomporso/whulsynsee/files/,56.0,0.0,10.0,-1,-1,-1,Trojan
828,http://eroov.iptvdeals.com/wheedessyh/uptoowhooj/urognotchy/files/,56.0,0.0,10.0,-1,-1,-1,Trojan
839,http://esoad.frost-electric-supply.com/psutsoshup/phastupsim/tigrystolt/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
1,http://espdesign.com.au,18.0,0.0,5.0,0,0,0,redirect
874,http://estoa.frost-electric-supply.com/ukoatiptyv/upseeboapo/ufekyckaft/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
795,http://eternitymobiles.com/25/144.exe,25.0,5.0,7.0,0,2,0,Trojan
884,http://europe-academy.net/wp-admin/user/ap2.php,36.0,1.0,10.0,-1,-1,-1,Trojan
912,http://euro-vertrieb.com/hosteurope/KIS-Login.htm,40.0,0.0,9.0,0,0,0,Phishing
880,http://executivecoaching.co.il/IsKgVrtvQ/,34.0,0.0,7.0,-1,-1,-1,Trojan
776,http://extreembilisim.com/themes/blue/Cure.exe,38.0,0.0,8.0,0,0,0,Trojan
777,http://extreembilisim.com/themes/blue/panelServerCrypted.exe,52.0,0.0,8.0,0,0,0,Trojan
489,http://f.gj555.net/download/setups30035.exe,27.0,8.0,8.0,-1,-1,-1,Trojan
548,http://faiyazahmed.com/inddex.html,28.0,0.0,6.0,0,0,0,Trojan
551,http://faiyazahmed.com/index.zip,26.0,0.0,6.0,0,0,0,Trojan
921,http://falconsafe.com.sg/api/get.php?id=aW5mb0BzYXBjdXBncmFkZXMuY29t,54.0,4.0,10.0,0,0,0,Trojan
772,http://fbku.com/yeni/Porno-HD.exe,25.0,0.0,8.0,-1,-1,-1,Trojan
159,http://fgawegwr.chez.com/images/1273471091.exe,28.0,10.0,8.0,0,0,0,Trojan
496,http://files.dsnetwb.com/aTube_Catcher_5188_ATU3.exe,37.0,5.0,10.0,-1,-1,-1,Trojan
922,http://fo5.a1-downloader.org/g2v9s1.php?id=yourname@yourdomain.com,49.0,5.0,12.0,-1,-1,-1,Trojan
883,http://fondazioneciampi.org/nuovo/blogs/media/ap2.php,43.0,1.0,9.0,0,2,0,Trojan
480,http://formessengers.com/download.php?PN=MLP,36.0,0.0,8.0,0,0,0,Trojan
94,http://free-crochet-pattern.com/webalizer/050709wareza/crack=17=keygen=serial.html,61.0,8.0,13.0,0,2,0,redirect
230,http://freefblikes.phpnet.us,23.0,0.0,5.0,0,1,0,Trojan
161,http://freeserials.ws/sn/64850.html,23.0,5.0,7.0,-1,-1,-1,Trojan
755,http://ftp.flyfishusa.com/lords/vanishings,35.0,0.0,7.0,0,0,0,Trojan
521,http://funchill.com/Invoice.zip,25.0,0.0,6.0,0,0,0,Trojan
382,http://generalchemicalsupply.com/gLG.exe,34.0,0.0,6.0,0,0,0,Trojan
773,http://getdatanetukscan.info/sp32_64_10044639319006172375.exe,29.0,24.0,8.0,0,0,0,Trojan
774,http://getdatanetukscan.info/sp32_64_3491943367355003623.exe,29.0,23.0,8.0,0,0,0,Trojan
747,http://gogetgorgeous.com/111,20.0,3.0,5.0,-1,-1,-1,Trojan
894,http://gosciniec-paproc.pl/lib/excel/kamp.php,36.0,0.0,9.0,-1,-1,-1,Phishing
208,http://gravityexp.com/go.php?sid=12,25.0,2.0,8.0,-1,-1,-1,redirect
822,http://greev.randbinternationaltravel.com/sheptighut/groadratoa/omedryglol/files/,71.0,0.0,10.0,0,0,0,Trojan
693,http://grendizer.biz/fattura/fattura05032014.zip,33.0,8.0,7.0,-1,-1,-1,Trojan
683,http://grendizer.biz/statistiche/fattura05032014.zip,37.0,8.0,7.0,-1,-1,-1,Trojan
694,http://grendizer.biz/statistiche/fattura05032014.zip?qgbaprb3jqghxxof,52.0,9.0,8.0,-1,-1,-1,Trojan
684,http://gulf-industrial.com/images/2103USa.qta,33.0,4.0,8.0,0,0,0,Trojan
840,http://gurde.tourstogo.us/leefoohopt/ezussoadyz/utufegheer/files/,55.0,0.0,10.0,-1,-1,-1,Trojan
801,http://gurde.tourstogo.us/leefoohopt/ezussoadyz/utufegheer/files/GO49776M.vbs,61.0,5.0,11.0,-1,-1,-1,Trojan
239,http://guyscards.com/adobe/,21.0,0.0,6.0,0,0,0,Trojan
240,http://guyscards.com/adobe/update_flash_player.exe,41.0,0.0,9.0,0,0,0,Trojan
849,http://gyboo.cruisingsmallship.com/phyckyhert/oaltesteef/ptoneewhis/files/,64.0,0.0,10.0,-1,-1,-1,Trojan
811,http://gylra.cruisingsmallship.com/talsoohaha/icoagroapt/oglaheeglo/files/,64.0,0.0,10.0,-1,-1,-1,Trojan
538,http://h1666015.stratoserver.net/inddex.html,30.0,7.0,7.0,-1,-1,-1,Trojan
539,http://h1666015.stratoserver.net/inddex.html,30.0,7.0,7.0,-1,-1,-1,Trojan
543,http://h1666015.stratoserver.net/index.zip,28.0,7.0,7.0,-1,-1,-1,Trojan
544,http://h1666015.stratoserver.net/index.zip,28.0,7.0,7.0,-1,-1,-1,Trojan
800,http://hana-naveh.com/25/144.exe,19.0,5.0,8.0,0,0,0,Trojan
60,http://hanulsms.com,15.0,0.0,4.0,0,0,0,redirect
37,http://hardcorepornparty.com,24.0,0.0,4.0,-1,-1,-1,redirect
762,http://harshwhispers.com/img/dunptty.gif,33.0,0.0,7.0,0,0,0,Trojan
763,http://harshwhispers.com/img/wxynts.gif,32.0,0.0,7.0,0,0,0,Trojan
164,http://helesouurusa.cjb.com/land/?n=my_loli2&id=1,35.0,2.0,12.0,0,5,0,Trojan
163,http://helesouurusa.cjb.com/land/video.php?l=4:52&id=1&n=my_loli2&a=mike&path=./tmb/my_loli2/31.jpg&rat=./img/rating5.jpg&v=61545,81.0,14.0,34.0,0,5,0,Trojan
770,http://hexadl.line55.net/FLV_Media_Player.exe,34.0,2.0,9.0,-1,-1,-1,Trojan
771,http://hexadl.line55.net/FLV-HD.exe,25.0,2.0,8.0,-1,-1,-1,Trojan
682,http://hnskorea.co.kr/alberta/dingo.exe,31.0,0.0,8.0,0,0,0,Trojan
830,http://hoawy.frost-electric-supply.com/synestyfoo/oampansoam/fetuksessu/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
681,http://hobbat.fvds.ru/DHL,19.0,0.0,6.0,-1,-1,-1,Trojan
680,http://hobbat.fvds.ru/DHL%20Document.zip,30.0,2.0,8.0,-1,-1,-1,Trojan
798,http://hobby-hangar.net/25/144.exe,21.0,5.0,8.0,-1,-1,-1,Trojan
779,http://hoerbird.net/galerie/w4f3f4.exe,28.0,3.0,7.0,0,0,0,Trojan
21,http://hotspot.cz,13.0,0.0,4.0,0,0,0,redirect
2,http://iamagameaddict.com,21.0,0.0,4.0,0,0,0,redirect
873,http://igagh.tourstogo.us/chogoajeep/uhozyngako/iphoasteer/files/,55.0,0.0,10.0,-1,-1,-1,Trojan
854,http://igoby.frost-electric-supply.com/eesefteeps/ookeestool/meefeleezu/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
869,http://igroo.barginginfrance.net/ogroatashy/osynoonsax/ydumtixivy/files/,62.0,0.0,10.0,-1,-1,-1,Trojan
556,http://images.topguncustomz.com/inddex.html,36.0,0.0,7.0,0,0,0,Trojan
554,http://images.topguncustomz.com/index.zip,34.0,0.0,7.0,0,0,0,Trojan
57,http://img001.com/business/qiji.exe,25.0,3.0,7.0,0,0,0,Trojan
890,http://inclusivediversity.co.uk/wp-content/upgrade/,42.0,0.0,9.0,0,0,0,redirect
678,http://innatek.com/ListinoPrezzi.zip,30.0,0.0,6.0,0,0,0,Trojan
679,http://innatek.com/ListinoPrezzi.zip?SEmfjmWrPDXEz,43.0,0.0,7.0,0,0,0,Trojan
6,http://ipl.hk,9.0,0.0,4.0,0,0,0,redirect
806,http://iptoo.cruisingsmallship.com/cocmeepsee/nikagnypsi/hoaboogrol/files/,64.0,0.0,10.0,-1,-1,-1,Trojan
837,http://ithyk.frenchgerlemanelectric.com/cywhamsoaj/thamtampee/oodsardoon/files/,69.0,0.0,10.0,-1,-1,-1,Trojan
824,http://iwhab.randbinternationaltravel.com/etuwotsols/phydretack/psyveshool/files/,71.0,0.0,10.0,0,0,0,Trojan
810,http://ixoox.csheaven.com/ytoocmefta/ythyreejyk/eeshoomoar/files/,55.0,0.0,10.0,2,4,0,Trojan
766,http://iybasketball.info/wp-content/themes/twentytwelve/lo.exe,52.0,0.0,10.0,0,0,0,Trojan
902,http://izzy-cars.nl/9uj8n76b5.exe,21.0,5.0,7.0,0,0,0,Trojan
784,http://jdfabrication.com/ihfipiex,28.0,0.0,5.0,0,0,0,Trojan
915,http://jessisjewels.com/disk/update/postmaster/en/?ar=yourname@yourdomain.com,64.0,0.0,13.0,0,0,0,Phishing
780,http://josip-stadler.org/11,19.0,2.0,6.0,0,0,0,Trojan
95,http://js.tongji.linezing.com/1189582/tongji.js,31.0,7.0,9.0,-1,-1,-1,redirect
112,http://juedische-kammerphilharmonie.de,33.0,0.0,5.0,0,0,0,redirect
17,http://juicypussyclips.com,22.0,0.0,4.0,0,0,0,redirect
474,http://k.h.a.d.free.fr/pub/utils/oepv.exe,29.0,0.0,12.0,0,0,0,Trojan
733,http://kadirzerey.com/wp-content/themes/genegri/file.ecr,46.0,0.0,10.0,0,0,0,Trojan
3,http://kalantzis.net,16.0,0.0,4.0,0,0,0,redirect
248,http://kapcotool.com/adobe/update_flash_player.exe,41.0,0.0,9.0,0,0,0,Trojan
836,http://keemy.butlerelectricsupply.com/zyrsoltoah/duftuxoxyz/epheenyzug/files/,67.0,0.0,10.0,-1,-1,-1,Trojan
918,http://kingskillz.ru/~kingskil/Prince/Man/lucy/mine/shit.exe,48.0,0.0,12.0,-1,-1,-1,Trojan
847,http://kulro.csheaven.com/dersyphalr/kyjorsoalt/rywoarsoaz/files/,55.0,0.0,10.0,2,4,0,Trojan
859,http://kyrsu.frost-electric-supply.com/wowoathept/grishamesa/weemoseevo/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
746,http://lefos.net/111,12.0,3.0,5.0,-1,-1,-1,Trojan
905,http://lhs-mhs.org/9uj8n76b5.exe,20.0,5.0,7.0,-1,-1,-1,Trojan
781,http://loft2126.dedicatedpanel.com/b.exe,29.0,4.0,7.0,0,0,0,Trojan
751,http://luckyblank.info,18.0,0.0,4.0,0,1,0,redirect
767,http://luckyclean.info,18.0,0.0,4.0,0,1,0,redirect
768,http://luckyclear.info,18.0,0.0,4.0,0,1,0,redirect
769,http://luckyeffect.info,19.0,0.0,4.0,0,1,0,redirect
752,http://luckyhalo.info,17.0,0.0,4.0,0,1,0,redirect
41,http://luckypure.info,17.0,0.0,4.0,0,1,0,redirect
42,http://luckyshine.info,18.0,0.0,4.0,0,1,0,redirect
43,http://luckysuccess.info,20.0,0.0,4.0,0,1,0,redirect
44,http://luckysure.info,17.0,0.0,4.0,0,1,0,redirect
45,http://luckytidy.info,17.0,0.0,4.0,0,1,0,redirect
46,http://luggagecast.com/adobe/update_flash_player.exe,43.0,0.0,9.0,-1,-1,-1,Trojan
47,http://luggagepreview.com/adobe/update_flash_player.exe,46.0,0.0,9.0,-1,-1,-1,Trojan
48,http://luggage-tv.com/adobe/update_flash_player.exe,41.0,0.0,10.0,-1,-1,-1,Trojan
49,http://lunaticjazz.com,18.0,0.0,4.0,0,0,0,Trojan
50,http://luwyou.com/photos.php,22.0,0.0,6.0,-1,-1,-1,Trojan
247,http://mahindrainsurance.com/download_doc/risposta.zip,46.0,0.0,8.0,0,0,0,Trojan
246,http://mailboto.com/landing/themes/bluemarine/corso/index.htm,51.0,0.0,10.0,0,0,0,Phishing
245,http://manoske.com/main.php?label=TJaxqKIV0+wlz0MJN5SxypUhWaVDQDqE4PwfdxjPls0=,63.0,5.0,10.0,0,0,0,Trojan
885,http://marialorena.com.br/wp-content/plugins/hello123/8888ytc6r.exe,48.0,8.0,11.0,-1,-1,-1,Trojan
165,http://mathenea.com/css/report934875438jdfg8i45jg_07242014.exe,34.0,20.0,8.0,0,0,0,Trojan
653,http://mbrdot.tk/123/load.php?f=1&e=6,21.0,5.0,11.0,0,0,0,Trojan
238,http://mediatrade.h19.ru/Our,20.0,2.0,6.0,0,0,0,Trojan
243,http://merrymilkfoods.com/wp-content/uploads/2014/01/wav.exe,43.0,6.0,11.0,-1,-1,-1,Trojan
907,http://mgfd1b.petrix.net/5i9fh30/counter.php?fid=2,34.0,6.0,10.0,0,0,0,redirect
613,http://ministerio-publi.info/web/bg-02.jpg,31.0,2.0,9.0,0,0,0,Trojan
168,http://ministerio-publi.info/web/bo_01.php,31.0,2.0,9.0,0,0,0,Trojan
644,http://ministerio-publi.info/web/bo_02.php,31.0,2.0,9.0,0,0,0,Trojan
562,http://ministerio-publi.info/web/bo_03.php,31.0,2.0,9.0,0,0,0,Trojan
532,http://mirandolasrl.it/inddex.html,28.0,0.0,6.0,0,0,0,Trojan
590,http://mirandolasrl.it/index.zip,26.0,0.0,6.0,0,0,0,Trojan
596,http://mmile.com/images/bl.exe,23.0,0.0,7.0,-1,-1,-1,Trojan
597,http://mmile.com/images/rhcs05.exe,25.0,2.0,7.0,0,0,0,Trojan
595,http://mocka.frost-electric-supply.com/zarseehetu/igaksuxals/kyroalopsa/files/,66.0,0.0,12.0,-1,-1,-1,Trojan
533,http://montezuma.spb.ru/key/72548.htm,24.0,5.0,8.0,0,0,0,Trojan
534,http://ms11.net/%7Ecarmine/DHL%20Document.zip,31.0,5.0,9.0,0,0,0,Trojan
249,http://mueller-holz-bau.com/v28nyn27,25.0,4.0,7.0,0,0,0,Trojan
244,http://murbil.hostei.com/wp-content/themes/Mizzo/file.ecr,46.0,0.0,11.0,2,1,0,Trojan
860,http://nadegda-95.ru,13.0,2.0,5.0,0,0,0,redirect
160,http://nailbytes1.com/test/86lkL2Xpxa.exe,30.0,4.0,7.0,-1,-1,-1,Trojan
643,http://namso.butlerelectricsupply.com/yfuksajozi/phidampoas/ufykampoap/files/,67.0,0.0,10.0,-1,-1,-1,Trojan
785,http://nbook.far.ru/111,14.0,3.0,6.0,0,0,0,Trojan
734,http://nc2199.eden5.netclusive.de/Invoice.zip,32.0,5.0,8.0,-1,-1,-1,Trojan
