id,link,zimu_num,shuzi,zifu_num,iframe_num,location_num,eval_num,label
621,http://www.www.icybrand.eu/pathway/created/accelerated/mailuserlg/savealife/trwrwbejtw.zip,74,0,12,0,0,0,Phishing
622,http://www.www.icybrand.eu/pathway/created/accelerated/mailuserlg/savealife/trwrwbejtw/viewer.php,80,0,13,0,0,0,Phishing
170,http://www.www.jcmarcadolib.com/hbc/a.php,29,0,8,0,0,0,Phishing
22,http://www.www.lifelabs.vn/api/get.php?id=aW5mb0BzYXBjdXBncmFkZXMuY29t,52,4,10,0,0,0,Trojan
900,http://www.www.lostartofbeingadame.com/wp-content/plugins/www.fotosupload.php,62,0,11,0,0,0,Trojan
898,http://www.www.lyzgs.com/track.php?c005,24,3,8,-1,-1,-1,redirect
899,http://www.www.mondoperaio.net/wp-content/plugins/cached_data/k1.exe,51,1,12,0,0,0,Trojan
911,http://www.www.motivacionyrelajacion.com/Z0H24k7E6A/,36,5,7,0,0,0,Trojan
920,http://www.www.notaverde.com/Invoice.zip,29,0,7,0,0,0,Trojan
427,http://www.www.offerent.com/tmp/5lro65.php?receipt_print=825_417011330,39,15,12,0,0,0,Trojan
206,http://www.www.ohiomm.com/?page=bleach-244-vosta,31,3,10,0,0,0,redirect
882,http://www.www.perupuntocom.com/claroideas.exe,35,0,7,0,0,0,Trojan
879,http://www.www.petpleasers.ca/templates/rhuk_milkyway/images/red/sll.exe,56,0,12,0,0,0,Trojan
525,http://www.www.pgathailand.com/which.exe,29,0,7,0,0,0,Trojan
225,http://www.www.proascolcolombia.com/portal/modules/mod_banners/Imprimir_IntimacaoCTI2015-03698541.rar?cli=Cliente&/yRpBKPujKU/nNqRc6QsuO.php,104,13,19,-1,-1,-1,Trojan
117,http://www.www.proascolcolombia.com/portal/modules/mod_banners/Imprimir_IntimacaoCTI2015-03698541.rar?cli=Cliente&/yRpBKPujKU/nNqRc6QsuO.php,104,13,19,-1,-1,-1,Trojan
200,http://www.www.professionalblackbook.com/,31,0,6,0,0,0,redirect
186,http://www.www.purplehorses.net/?page=bleach-244-online,38,3,10,0,0,0,redirect
914,http://www.www.realinnovation.com/css/menu.js,33,0,8,0,0,0,redirect
891,http://www.www.rempko.sk/kontakt.htm,25,0,7,0,0,0,redirect
892,http://www.www.rokus-tgy.hu/Pagamento.zip,29,0,8,0,0,0,Trojan
98,http://www.www.rokus-tgy.hu/Pagamento.zip?IdjJzMrNmz,39,0,9,0,0,0,Trojan
115,http://www.www.rooversadvocatuur.nl/rel.php,32,0,7,0,0,0,redirect
36,http://www.www.sankyo.gr.jp/Pagamento.zip,29,0,8,0,0,0,Trojan
125,http://www.www.sankyo.gr.jp/Pagamento.zip?mscfopoysckwdh,43,0,9,0,0,0,Trojan
620,http://www.www.sanseracingteam.com/wordpress/,34,0,7,0,1,0,redirect
619,http://www.www.sanseracingteam.com/wordpress/?p=128,35,3,9,2,2,0,redirect
236,http://www.www.scantanzania.com/bin/img/make.html,36,0,9,0,0,0,Phishing
617,http://www.www.seal-technicsag.ch/inddex.html,33,0,8,0,0,0,Trojan
616,http://www.www.seal-technicsag.ch/index.zip,31,0,8,0,0,0,Trojan
148,http://www.www.secondome.com/sora-margherita/,33,0,8,0,0,0,redirect
149,http://www.www.sitepalace.com/w0rmreaper/NoVaC.jpeg,38,1,8,0,0,0,Trojan
889,http://www.www.sj88.com/hezi/jm/s1000.exe,22,6,9,0,0,0,Trojan
540,http://www.www.slivki.com.ua/as/Ponynl.exe,29,0,9,0,0,0,Trojan
545,http://www.www.slivki.com.ua/as/smp.exe,26,0,9,0,0,0,Trojan
126,http://www.www.sonnoli.com/?page_id=5,23,1,9,0,0,0,redirect
123,http://www.www.stirparts.ru/,18,0,6,0,0,0,redirect
473,http://www.www.studiochiarelli.eu/02-2014/clients/order.3757.zip,39,10,11,0,0,0,Trojan
411,http://www.www.super8service.de/zf0yx,25,2,6,0,0,0,Trojan
412,http://www.www.tiergestuetzt.de/,22,0,6,0,0,0,redirect
150,http://www.www.toochattoo.com/fond-ecran-anime/chinois1.exe,44,1,10,0,0,0,Trojan
151,http://www.www.t-sb.net,13,0,6,0,2,0,redirect
513,http://www.www.tvnews.or.kr/web/main.gif,27,0,9,0,0,0,Trojan
789,http://www.www.tvnews.or.kr/web/menu.gif,27,0,9,0,0,0,Trojan
152,http://www.www.two-of-us.at/images/1.exe,25,1,10,0,0,0,Trojan
514,http://www.www.two-of-us.at/images/youtube/d/flashplayer.exe,44,0,12,0,0,0,Trojan
59,http://www.www.vvvic.com,15,0,5,4,10,0,redirect
511,http://www.www.whitesports.co.kr,22,0,6,2,1,0,redirect
512,http://www.www.wildsap.com/?kkk=bleach-episodes-244,34,3,10,0,0,0,redirect
203,http://www.www.wrestlingexposed.com/faq.php?t=bleach-244-english-sub,49,3,12,0,0,0,redirect
418,http://www.www.xiruz.kit.net/mola.jpg,25,0,8,0,0,0,Trojan
97,http://www.www.zctei.com/date/9377chiyue_Y_Cdcr1124.exe,33,8,10,-1,-1,-1,Trojan
100,http://www.www12.0zz0.com/2012/05/06/00/464591666.gif,15,23,11,0,0,0,Trojan
116,http://www.www8.0zz0.com/2012/05/05/18/394995639.gif,15,22,11,0,0,0,Trojan
120,http://www.xamateurpornlic.www1.biz/latest/xxx-porn-movie.avi.exe,49,1,11,-1,-1,-1,Trojan
89,http://www.xicaxique.com.br/catalog/view/theme/default/image/image102.jpg,54,3,12,-1,-1,-1,Trojan
497,http://www.xoomer.alice.it/email02/bom.jpg,28,2,8,0,1,2,Trojan
185,http://www.xotsa.frenchgerlemanelectric.com/apsestooxo/iwheewhosh/keckalrees/files/,69,0,10,-1,-1,-1,Trojan
184,http://www.xpornstarsckc.ddns.name/latest/xxx-porn-movie.avi.exe,49,0,11,-1,-1,-1,Trojan
202,http://www.yougube.com,14,0,4,0,0,0,redirect
765,http://www.youtibe.com,14,0,4,0,0,0,redirect
86,http://www.youtuhe.com,14,0,4,0,0,0,redirect
819,http://www.yumekin.com/inde.php,21,0,6,0,0,0,Trojan
204,http://www.yumekin.com/inde.php?comercial@cohesp.com.br,41,0,10,0,0,0,Trojan
232,http://www.z32538.nb.host127-0-0-1.com/bins/int/np_pkz.int?affid=NP_0104&fxp=2ac11c971204a16811817c725e04d68a44f9d4987c472f66eb08d0,54,54,19,-1,-1,-1,Trojan
234,http://www.zgsysz.com,13,0,4,0,0,0,redirect
233,http://www.zibup.csheaven.com/ypsoophoov/ptycmympub/teezukedoo/files/,55,0,10,2,4,0,Trojan
502,http://www.zjjlf.croukwexdbyerr.net/zyso.cgi?16,33,2,8,-1,-1,-1,redirect
503,http://www.zkic.com,11,0,4,0,0,0,redirect
158,http://www.zous.szm.sk,13,0,5,0,2,0,redirect
34,http://www.zt.tim-taxi.com/login.php,24,0,8,-1,-1,-1,Phishing
866,http://www.zyrdu.cruisingsmallship.com/vyglachaph/choawoatch/glocoaphoo/files/,64,0,10,-1,-1,-1,Trojan
187,,,,,-1,-1,-1,
15,,,,,-1,-1,-1,
38,,,,,-1,-1,-1,
906,,,,,-1,-1,-1,
809,,,,,-1,-1,-1,
